,ACHADO,TIPO_ACHADO
14336,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
18570,Deficiências no processo de participação de órgãos da administração federal intervenientes no licenciamento ambiental.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
8101,Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
11103,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
9388,Inadequação das providências adotadas pela Administração para sanar interferências que possam provocar o atraso da obra.,Atraso ou paralisação da obra por ação ou omissão do gestor
14279,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
10450,Itens instalação/manutenção de canteiros e mobilização/desmobilização não se encontram detalhados no custo direto da obra.,Falha na composição dos custos expressos na planilha orçamentária
17337,Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
22871,"Extrapolação do limite de 25% quando do replanilhamento do Contrato 6/2015, com mudança substancial no projeto original licitado.","Aditivos irregulares, injustificados ou não celebrados"
14100,Ausência de ART do projeto básico.,Ausência de ART do projeto
18687,Fragilidade ou deficiência na fase preparatória de licitação do RDC,Irregularidades na condução do procedimento licitatório
16084,Implantação de empreendimento sem realização de estudo de viabilidade técnica e econômico-financeira da obra.,Ausência de estudos capazes de comprovar a viabilidade do projeto
20920,"Inadequação no recebimento, estocagem ou guarda de equipamentos e materiais.",Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
10407,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
19666,Fiscalização do convênio insatisfatória ou não realizada,Deficiência ou ausência do acompanhamento e fiscalização pelo órgão concedente
15761,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
23079,Superfaturamento decorrente de BDI excessivo.,Superfaturamento
6994,Descrição do PT presente no Edital / Contrato incompatível com aquela constante nas leis orçamentárias.,Dotação orçamentária incompatível com a execução do objeto
22198,ACHADO 1 - Superfaturamento na atualização e modernização do centro de processamento de dados do Cofen (Contrato 9/2015).,Liquidação e/ou pagamento irregular da despesa
5828,Deficiência na fiscalização/supervisão da obra - Fiscalização e/ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
21634,A.2.1 Comprovante de despesa inidôneo/inválido.,Irregularidades na execução do convênio
14914,"Formalização de termo aditivo objetivando o reequilíbrio econômico-financeiro do contrato, fora das hipóteses legais.","Aditivos irregulares, injustificados ou não celebrados"
17268,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
21174,Critério de medição inadequado ,Cláusulas essenciais imprecisas ou ausentes
9682,Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
19108,ETN - subsidiária de fato da Chesf atuando sob regime jurídico indevido,Gestão temerária
23326,Deficiências no controle de cronograma.,Descumprimento do cronograma físico-financeiro do objeto
11525,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
21744,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
10092,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
13688,Quantitativos inadequados na planilha orçamentária.,"Projeto inexistente, deficiente ou desatualizado"
6641,Critério de medição inadequado ou incompatível com o objeto real pretendido.,Cláusulas essenciais imprecisas ou ausentes
9804,Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
9522,Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
13468,Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
14423,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
5639,Sobrepreço - Sobrepreço decorrente de inclusão inadequada de novos serviços.,Sobrepreço
21393,"Gestão temerária do empreendimento por falhas nas contratações, na administração e no controle dos contratos firmados pela SPE",Gestão temerária
10188,Quantitativos inadequados na planilha orçamentária.,"Projeto inexistente, deficiente ou desatualizado"
8633,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
13146,Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
7039,Projeto básico/executivo deficiente,Falha na composição dos custos expressos na planilha orçamentária
9655,Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
11976,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
15009,Termo aditivo assinado após o término da vigência do contrato.,"Aditivos irregulares, injustificados ou não celebrados"
17928,Inobservância dos requisitos legais e técnicos de acessibilidade de pessoas portadoras de deficiência ou com mobilidade reduzida.,"Projeto inexistente, deficiente ou desatualizado"
8093,Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
14584,Houve recebimento indevido da obra.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
6976,Inadequação das providências adotadas pela Administração para sanar interferências que possam provocar o atraso da obra.,Atraso ou paralisação da obra por ação ou omissão do gestor
15572,Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
10027,Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
5717,"Demais falhas na administração do convênio - convênio em vigência com prazo expirado, sem aditivo prorrogando-o.",Irregularidades na execução do convênio
13547,Descumprimento de cláusulas contratuais.,Outras irregularidades na execução do contrato
11291,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
18258,Implantação de empreendimento sem realização de estudo de viabilidade técnica e econômico-financeira da obra.,Ausência de estudos capazes de comprovar a viabilidade do projeto
7161,O valor do convênio não cobre as despesas relativas à obra licitada ou é superior às despesas efetivas relacionadas à obra licitada.,Irregularidades na fase de proposição
18566,Sobrepreço decorrente de itens considerados em duplicidade.,Sobrepreço
17690,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
14550,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
5727,Sobrepreço - Sobrepreço decorrente de aumento inadequado de quantitativos.,Sobrepreço
15372,Objeto licitado incompatível com o PT utilizado.,Dotação orçamentária incompatível com a execução do objeto
19582,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
21175,Sobrepreço decorrente de preços excessivos,Sobrepreço
9520,Superfaturamento decorrente de quantitativo inadequado.,Superfaturamento
21857,Descumprimento dos prazos estabelecidos nos normativos internos e externos dos prazos prescritos para apresentação e análise das prestações das contas referentes aos ajustes executados com fundações de apoio.,Ausência ou inadequação das prestações de contas do convênio
13044,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
9428,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
20220,"Ausência, insuficiência ou previsão ilimitada de recursos orçamentários para a execução da obra no ano.",Dotação orçamentária incompatível com a execução do objeto
20455,Contratação indevida de serviços de conservação e recuperação.,Outras irregularidades na execução do contrato
