ACHADO,TIPO_ACHADO
Acréscimos ou supressões em percentual superior ao legalmente permitido.,"Aditivos irregulares, injustificados ou não celebrados"
Projeto básico/executivo deficiente ou inexistente - O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo,Falha na composição dos custos expressos na planilha orçamentária
"Cumulação de itens de compra com natureza diversa, em prejuízo à economicidade e ao caráter competitivo da correspondente licitação",Restrição à competitividade do certame
Planejamento deficiente.,Ausência de estudos capazes de comprovar a viabilidade do projeto
Critério de medição inadequado ou incompatível com o objeto real pretendido.,Cláusulas essenciais imprecisas ou ausentes
Falhas relativas à publicidade do edital de licitação.,Irregularidades na condução do procedimento licitatório
"Não há interesse por parte da administração em dar continuidade à obra paralisada, mas há previsão de iniciar outra obra semelhante.",Atraso ou paralisação da obra por ação ou omissão do gestor
Celebração de termo aditivo ao contrato assinado entre a Prefeitura e a empresa executora das obras pactuando realinhamento de preços que acarretou aumento em percentual superior à variação da referência Sinapi.,"Aditivos irregulares, injustificados ou não celebrados"
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Impropriedades na execução do convênio,Irregularidades na execução do convênio
Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
"Retenção/pagamento de tributos (contribuição previdênciária, IR, ISS, etc.) em desacordo com os percentuais previstos no BDI da contratada ou na legislação vigente.",Liquidação e/ou pagamento irregular da despesa
Falhas relativas à publicidade do edital de licitação.,Irregularidades na condução do procedimento licitatório
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
"Inobservância das normas legais, regulamentares e contratuais relativas à responsabilidade das empresas projetistas, supervisoras e construtoras pela qualidade das obras, em especial quanto à reparação de defeitos ou à devolução de valores pagos.",Outras irregularidades na execução do contrato
Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Critério de medição inadequado ou incompatível com o objeto real pretendido.,Cláusulas essenciais imprecisas ou ausentes
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
BELMONTE - A.2 - Alunos que percorrem mais de 2 km a pé para chegar aos pontos de embarque/desembarque no transporte escolar.,"Projeto inexistente, deficiente ou desatualizado"
Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
Demais falhas na execução do convênio,Irregularidades na execução do convênio
Alteração injustificada de quantitativos.,"Aditivos irregulares, injustificados ou não celebrados"
"Desvio de objeto devido a alterações qualitativas (mudanças de projeto e de técnicas construtivas, modificações relevantes de materiais - tipo e qualidade).","Aditivos irregulares, injustificados ou não celebrados"
Atendimento parcial das determinações proferidas no Acórdão 4.493/2014-2C (TC 015.885/2012-7) - item 1.7.1 e subitens.,Irregularidades na execução do convênio
Achado A.22. Contrato C1/10/001: Execução contratual com prorrogação de prazo acima do limite legal.,Descumprimento do cronograma físico-financeiro do objeto
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
"Ausência, no edital, de critério de aceitabilidade de preços máximos - Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.",Irregularidades na elaboração do ato convocatório
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Não existe registro de aquisições contratualmente desconformes. (Marituba).,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Existência de sub-rogação de contrato.,Subcontratação ou subrrogação irregular
Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
Implantação do empreendimento sem obtenção de todas as licenças e autorizações emitidas pelos órgãos competentes.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Ausência de ART do projeto básico.,Ausência de ART do projeto
Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
"Retenção/pagamento de tributos (contribuição previdenciária, IR, ISS, etc.) em desacordo com os percentuais previstos no BDI da contratada ou na legislação vigente.",Liquidação e/ou pagamento irregular da despesa
Duplicidade na contratação/Licitação de serviços,Irregularidades na habilitação e qualificação da licitante
Acréscimos ou supressões em percentual superior ao legalmente permitido.,"Aditivos irregulares, injustificados ou não celebrados"
Licitação realizada sem contemplar os requisitos mínimos exigidos pela Lei 8.666/93.,Irregularidades na condução do procedimento licitatório
Aditivos contratuais com despesas sem fundamentação e/ou em afronta aos princípios da eficiência e da economicidade     ,"Aditivos irregulares, injustificados ou não celebrados"
A prestação de serviços aos clientes apresenta baixa eficiência,Boas práticas em gestão
Inadequação das providências adotadas pela Administração para sanar interferências que possam provocar o atraso da obra.,Atraso ou paralisação da obra por ação ou omissão do gestor
Não há rede de esgotamento ou fossa séptica no local da intervenção,Irregularidades na fase de proposição
O aditivo ao convênio não foi devidamente justificado.,Irregularidades na formalização do convênio
Editais de pregões com irregularidades.,Irregularidades na elaboração do ato convocatório
Existência de problemas de qualidade no empreendimento,Gestão temerária
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
"Inobservância das normas legais, regulamentares e contratuais relativas à responsabilidade das empresas projetistas, supervisoras e construtoras pela qualidade das obras, em especial quanto à reparação de defeitos ou à devolução de valores pagos.",Outras irregularidades na execução do contrato
Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
Projeto básico/executivo deficiente ou inexistente - Deficiência do projeto executivo ou projeto executivo desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
As informações publicadas pela CBT relativas à execução financeira custeada com recursos públicos não favorecem o controle pelo meio esportivo e social,"Ausência e/ou deficiência de publicidade, de transparência e de registros no SICONV"
"O orçamento estimativo, anexo aos instrumentos convocatórios, não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo e nem da composição do BDI, aplicado uniformemente a todos os custos unitários.",Falha na composição dos custos expressos na planilha orçamentária
Descumprimento dos procedimentos necessários para operacionalização do repasse de recursos do OGU.,Irregularidades na execução do convênio
Ausência ou inadequação de providências para retomar obra paralisada.,Atraso ou paralisação da obra por ação ou omissão do gestor
